 Especiarias,"('RUA GENERAL ANDRADE NEVES', '4781400', '4782201')"
 Alisiê Modas,"('RUA PADRE PEDRO PINTO', '4782201', '4781400')"
 Lucienne Lima Vianna,"('RUA ALAGOAS', '8630503', '')"
 Resende Machado Diniz Advogados,"('AVENIDA GETULIO VARGAS', '6911701', '')"
 Belle Visual,"('RUA PEDRA PRECIOSA', '9602501', '')"
 Empada's,"('AVENIDA GETULIO VARGAS', '5611201', '4729699')"
 OFICINA GOSPEL LTDA,"('RUA DAS PERPETUAS', '4520001', '4520004')"
 Instituto Educacional - Arca de Noé,"('RUA PITOMBA', '8512100', '')"
 Ville Veste,"('RUA IRINEU PINTO', '4781400', '')"
 Four Net Teleinformática Ltda,"('RUA ARISTOTELES CALDEIRA', '4321500', '4221904')"
 Recuperauto,"('AVENIDA TERESA CRISTINA', '4520001', '')"
 Villa Turismo,"('RUA CANAA', '7420004', '7911200')"
 Gianpaolo Zambiazi Bertol Rocha,"('AVENIDA RAJA GABAGLIA', '6911701', '')"
 Mercearia Gusmao,"('RUA ALCIDES LINS', '4712100', '')"
 Nárriman Ortodontia,"('AVENIDA DO CONTORNO', '8630503', '')"
 Mecânica J Reis,"('RUA DA FRATERNIDADE', '4530703', '4520001')"
 Kia Serviços Brisa,"('AVENIDA RAJA GABAGLIA', '4511101', '4520001')"
 Fotobras Fotossensíveis do Brasil Indústria e Comércio Ltda,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Tecban,"('AVENIDA AFONSO VAZ DE MELO', '4713001', '4711302')"
 Prime Veículos,"('AVENIDA RAJA GABAGLIA', '4511102', '4511101')"
 Regina Salomão Store,"('RUA SANTA CATARINA', '4782201', '4781400')"
 Speed Of Tattoo,"('AVENIDA VISCONDE DE IBITURUNA', '4753900', '4713001')"
 Video 1000 RESOLVE,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Alexandre de Paiva Coura,"('RUA RIO GRANDE DO NORTE', '8630503', '8630502')"
 Mrv Engenharia e Participações Sá,"('AVENIDA PROFESSOR MARIO WERNECK', '6821801', '')"
 Infralife Consultoria,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Dental Health,"('RUA PADRE PEDRO PINTO', '8630504', '')"
 Le Gourmet,"('RUA MAJOR LOPES', '5611201', '')"
 La Rocque Representações,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Paróquia Jesus Missionário,"('RUA AGUANIL', '9491000', '')"
 Lima Vieira e Advogados Associados,"('RUA SERGIPE', '6911701', '')"
 Flytour,"('RUA SANTA RITA DURAO', '7911200', '7912100')"
 Ômega Corretora,"('RUA SANTA CATARINA', '6821801', '6821802')"
 O Ponto da Pizza,"('RUA RAMALHETE', '4712100', '5611201')"
 Mayara Modas,"('AVENIDA SENADOR LEVINDO COELHO', '4781400', '4761003')"
 Hasu Terapias,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Closet e Cia,"('AVENIDA RAJA GABAGLIA', '9700500', '')"
 Massas Tern,"('RUA OSCAR TROMPOWSKY', '4712100', '5611202')"
 Paula Garcia Hair Design,"('RUA PEDRA DE ANIL', '9602501', '')"
 Colégio Jean Piaget - Belo Horizonte,"('RUA MARFIM', '8512100', '')"
 Condomínio do Edifício Avenida Raja Gabaglia,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Creche Menino Jesus,"('RUA PAULO AFONSO', '9491000', '')"
 Belinha Lanches,"('RUA PEDRA DO INDAIA', '4712100', '4723700')"
 Yasuda Seguros,"('AVENIDA DOS BANDEIRANTES', '6512000', '')"
 Água Fresca Lingerie,"('AVENIDA DO CONTORNO', '4781400', '9602502')"
 Tiradentes,"('RUA MARIA ROSA DA SILVA', '5611203', '5611201')"
 Virtual Cinema e Vídeo Ltda,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Grupo Espírita Paschoal Commanducci,"('RUA QUINANTE', '9491000', '')"
 Restaurante Bom Gosto BH,"('RUA SANTA CRUZ', '5611202', '5611201')"
 Bar Tudo Legal,"('AVENIDA DO CONTORNO', '5611202', '9329801')"
 Guinazzi Brasil Assessoria e Corretagem de Seguros de Vida Ltda,"('AVENIDA RAJA GABAGLIA', '6512000', '6622300')"
 SKR INFORMÁTICA,"('RUA CIPO', '4753900', '4759899')"
 Eci Rodrigues da Silva,"('RUA IRINEU PINTO', '9602501', '9602502')"
 Axé da Bahia,"('AVENIDA DO CONTORNO', '5611201', '')"
 Quintal Bar Cultural,"('RUA GRAO MOGOL', '5611201', '5611202')"
 Auto Gomes Lanternagem e Pintura,"('RUA EMILIO ZEYMER', '4520001', '')"
 Locamavi,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Contabilidade Eficiência,"('AVENIDA NELIO CERQUEIRA', '6920601', '4761003')"
 Salão de Beleza Jogiwallasy,"('RUA DA LIBERDADE', '9602501', '')"
 Graos Restaurante,"('AVENIDA DO CONTORNO', '5611201', '')"
 Z e G Baterias e Reparações Elétricas,"('RUA LIMEIRA', '4520001', '4520002')"
 By Paula Alta Costura,"('RUA SANTA FE', '4781400', '1340501')"
 Nobhe Núcleo de Oftalmologia de Belo Horizonte,"('AVENIDA PRUDENTE DE MORAIS', '8630503', '')"
 Moto Peças Lateral Ltda,"('AVENIDA VILARINHO', '4520001', '')"
 Contabilidade BH Ibirité Sarzedo - Méritus Assessoria Jurídica e Contábil ®,"('RUA NINFA', '6920601', '')"
 Oss Umami Lounge,"('AVENIDA DO CONTORNO', '5611201', '')"
 Five Imports,"('RUA FERNANDES TOURINHO', '4753900', '4321500')"
 Melo Campos Advogados Associados S/C,"('RUA ESPIRITO SANTO', '6911701', '')"
 João Penteado de Barros Filho,"('RUA LEVINDO LOPES', '8630503', '')"
 THAYS TEMPONI,"('RUA MIRANDA RIBEIRO', '1412601', '4781400')"
 Salão Sérgio Prenholato,"('RUA GAVEA', '9602501', '4789001')"
 Alessa Gelato & Caffè,"('RUA CURITIBA', '4712100', '4723700')"
 Contraste Fotografia,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Re-Criar Consertos de Calçados e Bolsas,"('RUA RIO GRANDE DO NORTE', '4781400', '4782201')"
 Odontologia Dr. Luiz Pedro Abdala,"('RUA PADRE PEDRO PINTO', '8630504', '')"
 Sirley Cabeleireiros,"('RUA SERGIPE', '9602501', '')"
 Boundless SÃO PEDRO,"('RUA MAJOR LOPES', '1411801', '4781400')"
 Adelaide Canuto - cuidados de spa,"('RUA CURITIBA', '4713001', '4713002')"
 Gerald's Cabeleireiros,"('RUA MONTEVIDEU', '9602502', '9602501')"
 Ágora,"('AVENIDA PRUDENTE DE MORAIS', '4781400', '4782201')"
 Espaço Cultural do Yoga,"('RUA PIUM I', '9602502', '9313100')"
 Cariton,"('RUA MARACA', '4781400', '4789001')"
 Feira Mix,"('RUA DESEMBARGADOR RIBEIRO DA LUZ', '6821801', '6822600')"
 Lore Brinquedos,"('RUA ITAITUBA', '4712100', '')"
 Renovadora Saraiva,"('RUA JUNQUILHOS', '3101200', '4729602')"
 Mona Cabeleireira,"('RUA SAO GERALDO', '9602501', '')"
 Teles Contabilidade,"('RUA PADRE PEDRO PINTO', '6920601', '7990200')"
 Al Sultan,"('RUA TOME DE SOUZA', '5611203', '5611201')"
 Imam Instituto Mineiro de Acupuntura e Massagens,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Instituto de Beleza Michel Esteban,"('RUA CURITIBA', '9602501', '')"
 Leonardo I Yarochewsky,"('RUA ESPIRITO SANTO', '6911701', '')"
 Simone Gomes Shoes and Clothes,"('RUA RODRIGUES CALDAS', '4782201', '4781400')"
 Tower Grill,"('RUA LIMEIRA', '4712100', '4724500')"
 MOREIRA LUBRIFICANTES,"('AVENIDA OLINTO MEIRELES', '4520001', '')"
 Sacolão Paraguai,"('RUA BOREAL', '4712100', '')"
 Clínica de Tratamento Odontológico Naves Ltda,"('RUA FERNANDES TOURINHO', '8630504', '')"
 PIACERE AUTOMÓVEIS,"('AVENIDA BARAO HOMEM DE MELO', '4511102', '4542102')"
 Arte Império,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Hokkaido,"('RUA MARIA DE LOURDES DA CRUZ', '5620102', '5611201')"
 Pedacinho de Gente,"('RUA MONTES CLAROS', '4781400', '')"
 Play Kids,"('RUA PROFESSOR ELOY DE MATTOS', '4724500', '4712100')"
 Frigoindaiá,"('RUA OURO FINO', '4712100', '')"
 M & M Comunicação,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Adrenaonline Comércio Imp e Exp Ltda,"('AVENIDA GETULIO VARGAS', '4781400', '')"
 Cled's Ferreira,"('AVENIDA SILVA LOBO', '4781400', '')"
 Sacolão Barateiro,"('RUA SANTA RITA', '4712100', '')"
 Raja Planejados,"('RUA GENTIOS', '3101200', '3329501')"
 Trailer do Bigode,"('RUA CLOVIS DE SOUZA MUNHOZ', '5611202', '9329803')"
 DHCP Informática do Brasil,"('RUA BIQUINHAS', '4753900', '4618499')"
 Sindicato das Empresas de Segurança e Vigilância Est MG,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 MC Moda Íntima,"('RUA CELIO DINIZ', '4772500', '4781400')"
 AlphaSul Consultoria Imobiliária,"('AVENIDA DO CONTORNO', '6821801', '6821802')"
 Gesso Mundial,"('AVENIDA AFONSO VAZ DE MELO', '4713001', '4711302')"
 Faven Tricô,"('RUA MAJOR LOPES', '1411801', '4781400')"
 AJF Ananias Junqueira Ferraz & Advogados Associados,"('RUA MANOEL COUTO', '6911701', '')"
 Terezinha A Aguiar,"('AVENIDA DO CONTORNO', '8630504', '')"
 LavaJato Sion,"('AVENIDA DO CONTORNO', '4520005', '7732201')"
 Baby Kids,"('RUA ERIDANO', '4781400', '')"
 PRIORI - Roupas de Festa,"('AVENIDA DO CONTORNO', '4781400', '9602502')"
 Agência Santander,"('AVENIDA RAJA GABAGLIA', '6421200', '')"
 Auto Escola Prado,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Cia do Pelo - Belo Horizonte,"('RUA PERDIGAO MALHEIROS', '9602501', '')"
 Dhet´s Restaurante,"('RUA RIO NEGRO', '5611201', '5611202')"
 Coelho's Burguer,"('RUA DAS PERPETUAS', '5611202', '5611201')"
 Comunidade Missionária de Villaregia,"('RUA DAS CANOAS', '9491000', '')"
 Villa Café,"('AVENIDA GETULIO VARGAS', '5611203', '')"
 Kikone - Comercio de Alimentos,"('RUA GRAO MOGOL', '5611201', '5611202')"
 Hotel Centec Belo Horizonte - BH - MG,"('RUA CRISTINA', '5590603', '5590699')"
 Cantinho de Minas,"('RUA CLAUDIO MANOEL', '5611201', '4712100')"
 Bar do Baixinho,"('RUA EDUARDO CARLOS', '5611201', '4712100')"
 Del Rey Cabeleireiros,"('RUA MARGARIDA MARIA DE CARVALHO', '9602502', '9602501')"
 Instituto Infantil Balão Azul,"('RUA IGNACINHO ALVARENGA', '8512100', '')"
 Amanda Brinquedos,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Companhia da Lycra,"('RUA PROFESSORA BARTIRA MOURAO', '3212400', '4781400')"
 Salão do Carlos,"('RUA DOS INCONFIDENTES', '9602501', '')"
 Clínica Mangabeiras,"('AVENIDA AFONSO PENA', '8630503', '7112000')"
 Casa de Carne Peso Justo,"('RUA PAULO AFONSO', '5611202', '4712100')"
 Atual Factoring,"('RUA PARAIBA', '6421200', '')"
 Escola Criativa Idade,"('RUA VIA LACTEA', '8512100', '')"
 Buffet Faz de Conta,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Empório do Pastel,"('AVENIDA DO CONTORNO', '5611201', '')"
 Igreja Comunidade São Vicente de Paulo,"('RUA PRINCIPAL', '9491000', '')"
 Argos Intercâmbio,"('RUA SERGIPE', '7911200', '7912100')"
 Loja CELINA DAVID,"('AVENIDA PRUDENTE DE MORAIS', '4781400', '4782201')"
 Chavecar,"('AVENIDA DO CONTORNO', '9529102', '4751201')"
 Biscoitos Bom Chefe,"('RUA MONTES CLAROS', '5611201', '1096100')"
 Litoral Frutos do Mar,"('RUA CURITIBA', '4712100', '4723700')"
 Wamber Maia Bernardes Advocacia e Consultoria,"('AVENIDA DO CONTORNO', '6911701', '')"
 Atelier de Cupulas - Abajur,"('AVENIDA DO CONTORNO', '4781400', '9602502')"
 RG Info,"('RUA SANTA RITA DURAO', '4772500', '4753900')"
 Vanir Roversi de Jesus,"('RUA TRES', '9491000', '')"
 Fraternidade Espírita Cristã Francisco de Assis,"('RUA COROACI', '9491000', '')"
 Ivan C Andrade,"('RUA SERGIPE', '6911701', '')"
 CVE Negócios,"('AVENIDA GETULIO VARGAS', '6821801', '')"
 Dra. Janaina Goston,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Salão Ivete,"('RUA TOME DE SOUZA', '9602501', '9602502')"
 Máxima Camisetas,"('AVENIDA NELIO CERQUEIRA', '4781400', '')"
 Espaço Bella Mulher,"('RUA QUINANTE', '9602501', '')"
 AC Portal Soluções Web | Criação de Sites,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Drummond & Rohrmann Advogados,"('RUA TOME DE SOUZA', '6911701', '')"
 Iorane,"('RUA FELIPE DOS SANTOS', '4781400', '')"
 Capitólio Estacionamento,"('RUA CEARA', '5223100', '4520005')"
 Frangalto,"('AVENIDA VILARINHO', '1091102', '4712100')"
 Lanchonete Aslemg,"('RUA RODRIGUES CALDAS', '5611203', '5611201')"
 Raja Grill,"('AVENIDA RAJA GABAGLIA', '5611201', '')"
 Johny Tattoo Studio,"('AVENIDA SILVA LOBO', '4713001', '6619302')"
 Instituto Pedag Batista Milionarios,"('RUA SANTA ALEXANDRINA', '8512100', '8513900')"
 Centro Espírita Seara Divina,"('RUA JABOTICABAL', '9491000', '')"
 Pane Santo Antônio,"('RUA JUNQUILHOS', '1091102', '5620104')"
 Adbens Imóveis Ltda,"('RUA SERGIPE', '6821801', '6821802')"
 Pneusola Pneus e Peças Sa,"('AVENIDA NOSSA SENHORA DO CARMO', '4511101', '4520001')"
 Salsa Parrilla,"('RUA SAO DOMINGOS DO PRATA', '5611201', '6209100')"
 Igreja Batista Manancial da Benção,"('RUA AGUANIL', '9491000', '')"
 Inventta Consultoria,"('RUA DA BAHIA', '4713001', '7490104')"
 La Macelleria Buritis,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Sogno consultoria imobiliária,"('AVENIDA PROFESSOR MARIO WERNECK', '6821801', '')"
 Horizonte Festas,"('RUA ARACI', '4712100', '4724500')"
 Laços La Fée Enfant,"('RUA CURITIBA', '4713001', '4713002')"
 Lanche Self Service,"('RUA CLAUDIO MANOEL', '5611201', '4729699')"
 Casa de Carne Antônio Lima,"('RUA ERIDANO', '4721104', '4712100')"
 Loja da praia,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Assembleia de Deus,"('RUA CAPIVARI', '9491000', '')"
 Piu Pizza & Birra,"('RUA CURITIBA', '5611201', '5611202')"
 Car Wash Caraça,"('RUA OLIVER', '4520005', '')"
 NEPE-Núcleo Educacional Pré-Escolar,"('RUA LUDGERO DOLABELA', '8512100', '8513900')"
 Boutique Mary Caetano,"('AVENIDA GETULIO VARGAS', '4781400', '')"
 RBS Assessoria e Serviços,"('AVENIDA GETULIO VARGAS', '6920601', '')"
 EMBRACON-Empresa Brasileira de Contabilidade,"('RUA URSULA PAULINO', '6920601', '')"
 Clube Melissa Savassi,"('AVENIDA GETULIO VARGAS', '4782201', '')"
 Som Baterias Alarmes Acessórios BH e Barreiro - IMPACT ®,"('RUA CAETANO PIRRI', '4520001', '4543900')"
 Iracema M U Braga,"('AVENIDA AFONSO PENA', '8630504', '8640205')"
 Vanessa Refeições,"('RUA RIO GRANDE DO NORTE', '5611201', '5611202')"
 Procurar-se Centro de Promoção da Saúde,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Turipão,"('RUA ADELINA PATRICIA DE CARVALHO', '4712100', '4639701')"
 Centro Comercial Esquina da Conveniência,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Escola Estadual Leopoldo de Miranda,"('RUA BERNARDO MASCARENHAS', '8512100', '8511200')"
 Salao Pedrinho,"('RUA MAJOR LOPES', '9602501', '')"
 Jamir Viagens e Turismo Ltda,"('AVENIDA GETULIO VARGAS', '7911200', '7912100')"
 Lcn Turismo,"('RUA PROFESSOR MORAES', '7722500', '4713001')"
 Associação Cristã de Prevenção Patrimonial-prevcar,"('AVENIDA VILARINHO', '9491000', '')"
 Paraíso do Bebê,"('RUA PADRE PEDRO PINTO', '4782201', '4781400')"
 Felipe Lavanderia,"('RUA JORNALISTA JAIR SILVA', '9601702', '9601701')"
 Restaurante Oishi,"('RUA IGNACINHO ALVARENGA', '5611201', '')"
 Marcato,"('AVENIDA NOSSA SENHORA DO CARMO', '4399103', '3101200')"
 Simão Radiografias Dentárias,"('AVENIDA DO CONTORNO', '8630503', '')"
 Lásaro Cândido da Cunha Advogados Associados,"('RUA PARAIBA', '6911701', '')"
 Espaço Engenharia e Construção LTDA,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Bertholdo Consultoria,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Vila 211,"('RUA UM', '4781400', '4772500')"
 Dr. Laser - Depilação a Laser em Belo Horizonte,"('RUA ESPIRITO SANTO', '9602501', '')"
 Torquato - Advogados Associados,"('RUA SANTOS', '6920601', '6920602')"
 Tida Show Room,"('RUA CONEGO ROCHA FRANCO', '4781400', '')"
 Comunidade Cristã de Adoradores,"('AVENIDA VILARINHO', '9491000', '')"
 Companhia do Vídeo,"('AVENIDA PROFESSOR MARIO WERNECK', '6463800', '7711000')"
 Rigor & Cia Locação de Trajes,"('RUA CONDE DE LINHARES', '4781400', '')"
 Diamond & Iraws,"('AVENIDA GETULIO VARGAS', '3211602', '4783101')"
 Dirigindo Bem,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Elétrica Padrão,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Pão Expresso I,"('RUA CONDE DE LINHARES', '4712100', '')"
 Eddie Fine Burgers,"('RUA FERNANDES TOURINHO', '5611203', '5611201')"
 Guilherme Gobira Sociedade de Advogados,"('AVENIDA RAJA GABAGLIA', '6911701', '')"
 Bike Center,"('AVENIDA VILARINHO', '4763603', '9529104')"
 Marcelo Sound,"('RUA ITAPEMA', '4712100', '5611202')"
 LCN Agência de Viagens,"('RUA PROFESSOR MORAES', '7722500', '4713001')"
 Gemauto Ônibus Ltda,"('AVENIDA AMAZONAS', '4511102', '7490104')"
 Escola de Educação Profissional Newton Paiva,"('RUA CANADA', '8512100', '8511200')"
 Escola Coc Sistema de Ensino,"('RUA DESEMBARGADOR AMILCAR DE CASTRO', '8513900', '8512100')"
 Igreja Presbiteriana Vida Nova,"('RUA DELFIM', '9491000', '')"
 Dr. Vinicius M. Carvalho - Implantodontia e Periodontia,"('AVENIDA AFONSO PENA', '8630504', '8640205')"
 Planeta dos Brinquedos,"('RUA PROFESSOR MORAES', '7722500', '4713001')"
 Viver Viagens,"('RUA ANTONIO DIAS', '7911200', '7912100')"
 Pizzaria Recanto Sertanejo,"('RUA DOUTOR GERALDO STARLING SOARES', '5611201', '')"
 Oficina dos Bits,"('AVENIDA GETULIO VARGAS', '9521500', '4753900')"
 Auto Elétrica VV,"('RUA NELSON CLAYTON LINON', '4520001', '4520004')"
 Ronan Rodrigues Rêgo,"('RUA HENRIQUE PASSINI', '8630503', '')"
 Dora dani,"('RUA FERNANDES TOURINHO', '4781400', '')"
 Endocrinologia Fabrício Vilela Bíscaro,"('RUA RIO GRANDE DO NORTE', '8630503', '8630502')"
 Videoconferência BH,"('RUA ANTONIO TEIXEIRA DIAS', '4753900', '')"
 Ponto dos Retrovisores,"('AVENIDA VILARINHO', '4520001', '')"
 Pizzaria La Farina,"('RUA OUTONO', '5611202', '5611201')"
 Escola Canto Verde,"('RUA URSULA PAULINO', '8511200', '8512100')"
 Contabilidade Planalto,"('RUA QUINANTE', '6920601', '')"
 Novo Estar Calçados,"('RUA PALMIRA', '9602502', '4782201')"
 Construtora Excelso,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 José Roberto Buainain Soares Pereira,"('RUA DOS INCONFIDENTES', '8630502', '8630503')"
 Jean Malhas Ltda,"('RUA GONCALVES DIAS', '4781400', '8299799')"
 Polícia Militar de Minas Gerais - 125ª Companhia,"('AVENIDA SILVA LOBO', '4713001', '6619302')"
 Guimarães Terra Pinheiro Adv Ass S/C,"('RUA OURO FINO', '6911701', '')"
 Qoy Chocolate Experience,"('AVENIDA DOS BANDEIRANTES', '5611203', '')"
 Território Aventura,"('RUA PADRE PEDRO PINTO', '4781400', '4763603')"
 Soul Traveler Viagens e Turismo,"('RUA DOS INCONFIDENTES', '7911200', '')"
 Monograma,"('RUA RIO DE JANEIRO', '4713001', '')"
 Fraternidade Espírita Camilo Chaves,"('RUA LINDOLFO DE AZEVEDO', '9491000', '')"
 Sindicato dos Oficiais de Registro Civil das Pessoas Na,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Escola Letra Educação Infantil,"('RUA ORLANDO MORETZSOHN', '8512100', '8511200')"
 Mecânica Karter,"('RUA PROFESSORA RUTH PINA', '4520001', '')"
 Lenza Farmacêutica,"('RUA MONTES CLAROS', '4771701', '')"
 Casa Bonomi,"('RUA RIO GRANDE DO NORTE', '4771701', '4712100')"
 Universal,"('RUA SANTA ALEXANDRINA', '9491000', '')"
 Conforflex,"('RUA DOUTOR CRISTIANO REZENDE', '4781400', '4782201')"
 Nutriperform,"('RUA MAJOR LOPES', '9313100', '4763601')"
 Rosana S M T Gonçalves,"('AVENIDA DOS BANDEIRANTES', '4781400', '')"
 Skorpius Night Club,"('RUA SERGIPE', '5611201', '5611202')"
 Farmácia Artesanal,"('AVENIDA DO CONTORNO', '4771701', '4772500')"
 Calçadão do Churrasco,"('RUA JUDITH LUZIA DE CARVALHO', '4712100', '4724500')"
 Prudential do Brasil Seguros de Vida S.A. - Agência,"('RUA SERGIPE', '6512000', '6511101')"
 Núcleo de Otorrino,"('RUA ANTONIO DE ALBUQUERQUE', '8630503', '7020400')"
 Robertão Sorvetes,"('RUA PALMIRA', '4712100', '4729699')"
 IETEC,"('RUA TOME DE SOUZA', '8512100', '9329899')"
 FIT Intercâmbio,"('AVENIDA DO CONTORNO', '7911200', '7990200')"
 Café Club,"('RUA ANTONIO DE ALBUQUERQUE', '5611201', '')"
 MEC Lanches,"('RUA DOMINGOS GROSSO', '5611201', '5611202')"
 Tarciso Rodrigues Consultoria Imobiliaria,"('AVENIDA DO CONTORNO', '6821801', '6821802')"
 Agência RMBH,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Academia Idealis,"('RUA FERNANDES TOURINHO', '9313100', '')"
 Ginga Hostel,"('AVENIDA VILARINHO', '5590699', '')"
 Clínica Radiológica Conrad,"('RUA RIO GRANDE DO NORTE', '8630503', '8630502')"
 Mabel Magalhães Roupas Femininas,"('RUA TOME DE SOUZA', '4781400', '')"
 Sybia Festas,"('RUA DESEMBARGADOR ALONSO STARLING', '4712100', '')"
 Lucas Siqueira,"('AVENIDA DO CONTORNO', '8630504', '')"
 Inforium,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Ravello Kids & Teens,"('RUA LEOPOLDINA', '3101200', '3329501')"
 Casual Gourmet,"('RUA PARACATU', '4712100', '5611201')"
 Academia Action Fitness,"('RUA ROGERIO LUCIANO', '9313100', '4763602')"
 feira Vip,"('RUA PADRE PEDRO PINTO', '6822600', '')"
 Mega 10,"('RUA SAO PAULO DA CRUZ', '4781400', '')"
 Alphorria Store,"('RUA CONDE DE LINHARES', '4781400', '')"
 Crown Dados,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Salão Magna Designer,"('RUA ALCIDES LINS', '9602501', '4772500')"
 Praça Estado de Israel,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 PHN Imóveis,"('RUA ESTER AUGUSTA RIBEIRO', '6821801', '')"
 Sonic Auto Portas Peças e Acessórios,"('RUA DELNIZE SOUTO MAYOR', '4520001', '')"
 Cristália Produtos Químicos e Farmacêuticos,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Marioh Bijoux,"('AVENIDA SILVA LOBO', '4713001', '6619302')"
 Vovó Conga,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Igreja Evangelica,"('RUA SAO TOMAZ DE AQUINO', '9491000', '')"
 Psicóloga Sônia Eustáquia,"('RUA NOVA ERA', '8630503', '')"
 Grenoble,"('RUA SANTA CATARINA', '4712100', '')"
 PAULINHO MECANICA,"('RUA PELICANO', '4520001', '4732600')"
 Judô Elefante Branco,"('RUA ARMINDO CHAVES', '8512100', '8513900')"
 Look Fashion Beleza Total,"('RUA GONCALVES', '9602501', '')"
 Câmara Morais & Schneider Raslan Advogados,"('RUA SERGIPE', '6911701', '')"
 Planalto Veículos,"('AVENIDA VILARINHO', '4511102', '6619399')"
 Motorsoft Tecnologia,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Clinica Speciale,"('RUA CRISTINA', '8630503', '')"
 Escola Santo Tomás de Aquino,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Mãe da Igreja Venda Nova,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Estacionamento Pare,"('AVENIDA DO CONTORNO', '6810201', '5223100')"
 Hamburgueria Sholl's Fine Burger,"('AVENIDA GETULIO VARGAS', '5611201', '4729699')"
 Alfredo Gomes de Souza Júnior,"('RUA REPUBLICA ARGENTINA', '6920601', '')"
 Alicerce,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Casa Fiat de Cultura,"('RUA DA BAHIA', '4713001', '7490104')"
 Pier Turismo e Intercâmbio,"('AVENIDA DO CONTORNO', '7911200', '7990200')"
 Retífica Vilarinho,"('RUA EPHIGENIA DE CASTRO BELFORT', '4520001', '4520005')"
 Pace Hospital Dia,"('AVENIDA DO CONTORNO', '8610101', '')"
 Comercial Mundo Animal,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Martelinho de Ouro Teixeira,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 Padaria Cataguases,"('RUA PAULO AFONSO', '5611202', '4712100')"
 Edifício Panorama Center,"('AVENIDA RAJA GABAGLIA', '4713001', '4743100')"
 VISIBILITÀ Moda Feminina e Acessórios,"('AVENIDA PRUDENTE DE MORAIS', '4781400', '4782201')"
 Kepler Conveniência,"('RUA PEDRA DO INDAIA', '4712100', '4723700')"
 GRP Investimentos,"('RUA FERNANDES TOURINHO', '8630503', '')"
 Cantinho do Açai,"('AVENIDA VILARINHO', '5611201', '')"
 Centro de Odontologia Avançada,"('RUA PENAFIEL', '8533300', '8630504')"
 Posto Estoril,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Otur Representações e Turismo Ltda,"('AVENIDA GETULIO VARGAS', '7911200', '7912100')"
 Dubai Roupas e Acessorios Ltda,"('RUA MARIA GERTRUDES SANTOS', '4712100', '')"
 Instituto Mineiro de Endocrinologia,"('AVENIDA BRASIL', '8630503', '')"
 Arquidiocese de Belo Horizonte,"('RUA SERGIPE', '8730102', '9491000')"
 Leonardo Militão Advogados Associados,"('RUA DOS DOMINICANOS', '6911701', '')"
 Contabiliza MG,"('RUA ROGERIO LUCIANO', '6920601', '8211300')"
 Cássia Cabeleireiros,"('RUA VINHEDO', '9602501', '9602502')"
