 Auto Center União,"('RUA FURQUIM WERNECK', '4520001', '')"
 Odonto Com,"('RUA PADRE PEDRO PINTO', '8630504', '')"
 Atelier de Gâteau,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Pizzaria Jaraguá,"('RUA BOAVENTURA', '5611201', '9003500')"
 Dream Musical,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Comercial Dois Ponto Oito Ltda,"('RUA CANARIO', '4723700', '4712100')"
 Studio L,"('RUA PADRE PEDRO PINTO', '9602501', '9602502')"
 Igreja Torre de Oração,"('RUA BELMIRO BRAGA', '9491000', '')"
 Loraini A O Assunção,"('RUA ANAPURUS', '4721102', '4712100')"
 Lugui Flores,"('AVENIDA CORONEL JOSE DIAS BICALHO', '4623106', '8599604')"
 Alphorria Beer,"('AVENIDA LUXEMBURGO', '5611202', '5611201')"
 Lojas Móbile,"('AVENIDA SILVIANO BRANDAO', '4713001', '4744099')"
 Diagnostec Manutenção Preditiva,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Versate Veículos Ltda,"('AVENIDA PRESIDENTE ANTONIO CARLOS', '7722500', '4713001')"
 Instituto de Beleza Ana Paula Mendes,"('RUA SAO TIAGO', '9602501', '')"
 Biel Gospel Pizzaria,"('RUA MARIA DA GLORIA COIMBRA', '4712100', '')"
 Clemente Car,"('RUA CONDE RIBEIRO DO VALE', '4520001', '4520003')"
 Biscoiteria Serrana,"('RUA JACUTINGA', '4724500', '4712100')"
 Sônia Ribeiro Alongamento Great Lengths,"('RUA CAMPANARIO', '9602502', '9602501')"
 Bar do Manoel,"('RUA ALCIDES PEREIRA DOS SANTOS', '5611202', '')"
 Brascolor Eletrônica,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 Açaí.com,"('AVENIDA NOSSA SENHORA DA PIEDADE', '4722901', '4712100')"
 Flávio R V Gomes,"('RUA HENRIQUE DIAS', '4712100', '')"
 A Alugamaquinas Comércio e Serviços Ltda,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Bar & Boi,"('RUA JOAO FERREIRA DA SILVA', '5611202', '5620104')"
 Maia Tech Centro Automotivo,"('RUA VIANA DO CASTELO', '4520001', '')"
 Jake Noivas,"('RUA FLAVIO MARQUES LISBOA', '4781400', '')"
 Auto Mecânica Lamborghini,"('RUA JOSE CLETO', '4520001', '4520004')"
 Minas Bus Reformadora de Ônibus,"('RUA JACUI', '4520001', '')"
 Café Três Corações,"('RUA ILACIR PEREIRA LIMA', '5611201', '5611203')"
 Fish by Fish,"('RUA MONTEIRO LOBATO', '4781400', '')"
 Salão Divertido,"('RUA MARIA HEILBUTH SURETTE', '9602501', '4772500')"
 Instituto Educacional Batista do Barreiro,"('RUA SOUZA MAGALHAES', '8513900', '8512100')"
 Sergio's,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Clinic Fashion,"('RUA MANOELINA DORNELAS', '9602501', '')"
 Banca Cisnei,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Condomínio do Edifício Residencial Sevilha,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Igreja Batista Cidade Nova,"('RUA PITT', '9491000', '')"
 Jrs Supermercados,"('RUA ISLANDIA', '4712100', '')"
 Nily Fashion,"('RUA ALCIDES PEREIRA DOS SANTOS', '4781400', '')"
 União - Tribunal Regional Eleitoral de Minas Gerais,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Adicel Indústria e Comércio,"('RUA FAGUNDES VARELA', '4712100', '5611202')"
 Nat's Modas,"('RUA SERAFIM PEREIRA DA SILVA', '4781400', '')"
 Pizza Pazza,"('AVENIDA CRISTIANO MACHADO', '5611202', '5611201')"
 Red Sound (Som,"('AVENIDA AMINTAS JACQUES DE MORAES', '4520001', '4530703')"
 lisbella calçados,"('AVENIDA MIGUEL PERRELA', '4781400', '4782201')"
 Borracharia do Eli,"('RUA SAO TIAGO', '4520001', '4530704')"
 Pedrinho Baterias,"('RUA JACUI', '4520001', '')"
 Estação dos Lanches,"('RUA PADRE PEDRO PINTO', '5611201', '5611202')"
 Igreja Batista Fonte de Água Viva,"('RUA PIRAPETINGA', '9491000', '8630503')"
 Street Som Centro Automotivo,"('AVENIDA CRISTIANO MACHADO', '4520004', '4520001')"
 Bar 3 Fazendas,"('AVENIDA GENERAL CARLOS GUEDES', '5611201', '5611202')"
 Borracharia Parauna,"('RUA PADRE PEDRO PINTO', '4530703', '4520001')"
 Bebê & Cia,"('RUA MANOEL GUEDES SANTOS', '4729699', '4781400')"
 Retífica Orthega,"('RUA PADRE PEDRO PINTO', '4530703', '4520001')"
 Salão do Franjão,"('RUA JOSE GOMES DOMINGUES', '9602502', '9602501')"
 Global Aduaneira Assessoria Ltda,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Joana D S Aguiar,"('RUA JOSE FELIX MARTINS', '8630504', '')"
 FACÇÃO MOTO PEÇAS,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Agnus Dei Informática Ltda,"('RUA JOSE LINS DO REGO', '8512100', '')"
 Mkids,"('RUA DOS MEDICOS', '4781400', '')"
 Infor Tech,"('AVENIDA VISCONDE DE IBITURUNA', '4753900', '4713001')"
 Shantay Roupas Indiana,"('RUA PADRE PEDRO PINTO', '4782201', '4781400')"
 Almeida Embreagens,"('RUA PADRE PEDRO PINTO', '4530703', '4520001')"
 bocca hamburgueria gourmet,"('RUA MOEMA', '5611201', '5620104')"
 Pronto Socorro Veterinário Prontovet Barreiro ®,"('RUA DAS PERPETUAS', '7500100', '4789005')"
 Centro Educacional Alfabeto,"('RUA DESEMBARGADOR ALARICO BARROSO', '8512100', '8511200')"
 Yes Brasil Viagens,"('RUA ITAJUBA', '5510801', '7911200')"
 Stilo rede net imóveis,"('AVENIDA PROFESSOR MARIO WERNECK', '6821801', '')"
 Belle Ville,"('AVENIDA SILVIANO BRANDAO', '4713001', '4744099')"
 Skinão Burguer Bar,"('RUA DAS CHACARAS', '5611203', '5611202')"
 Salão de Beleza Tom Sobre Tom,"('RUA ANTERO DE QUENTAL', '9602501', '')"
 Instalart Película de Controle Solar,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Casa Araújo,"('RUA FURQUIM WERNECK', '4781400', '')"
 Calhas Maia,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Aluguel de Videokê,"('RUA SYLVIO ANDRADE', '4721102', '4712100')"
 Nuclemig,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Cooperativa Mista de Transporte de Passageiros em Táxi BH,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Tri Som,"('RUA DAS PERPETUAS', '4753900', '4755502')"
 GT Car,"('RUA PADRE PEDRO PINTO', '4530703', '4520001')"
 Barbearia Cidade Nova,"('RUA PROFESSOR PIMENTA DA VEIGA', '9602501', '')"
 Boca do Forno,"('RUA BOLIVAR', '4712100', '')"
 Lanchonete D'lazari,"('RUA DAS CANARIAS', '5612100', '4712100')"
 Lacort Lavanderia,"('RUA PROFESSOR ALBERTO DEODATO', '9601701', '')"
 Pontual Serviços Automotivos e Comércio de Peças,"('AVENIDA GUARAPARI', '4530703', '4520001')"
 Advenio Imóveis,"('RUA IZABEL BUENO', '4713001', '')"
 Igreja Vida de Fé,"('RUA JUAREZ GUIMARAES DE BRITO', '9491000', '')"
 Pompéu,"('RUA EDSON', '9491000', '')"
 Novo Lar,"('RUA PADRE PEDRO PINTO', '6821801', '')"
 JD Embreagens,"('RUA JACUI', '4520001', '')"
 Templo da Beleza Salão de Cabeleireiros,"('RUA HERBERT DE SOUZA', '9602501', '4772500')"
 Cia das Índias,"('AVENIDA DEPUTADO ANUAR MENHEN', '4781400', '')"
 Cestas Básicas Bom Apetit,"('RUA VIANA DO CASTELO', '5611201', '4712100')"
 Spoleto,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Fábrica de Doce Expedicionário Ltda,"('RUA PEDRO LESSA', '4712100', '5611202')"
 Instituto Pedagógico o Pequeno Príncipe,"('RUA CLEMENTE BARRETO', '8512100', '8513900')"
 Clínica Veterinária Alípio de Melo,"('RUA DOS GEOLOGOS', '7500100', '9609208')"
 Dale multimarcas,"('RUA JACUI', '4511102', '')"
 A Imobiliária MG,"('AVENIDA DOS ENGENHEIROS', '6821801', '')"
 IO - Izabel de Oliveira,"('RUA IZABEL BUENO', '4781400', '')"
 Instalação Elétrica Nunes,"('RUA GONZAGA', '4321500', '')"
 Asilo Cantinho da Paz,"('RUA SAO PAULO', '4713001', '')"
 Fabrício Automóveis Eireli - ME,"('AVENIDA CRISTIANO MACHADO', '4511102', '4512902')"
 Dulce Decorações,"('RUA JACUI', '3101200', '')"
 Mister Colibri Bh,"('RUA GAVEA', '9529102', '4753900')"
 Escola de Música e Dança Kleinny Kacilah,"('RUA ILDEFONSO ALVIM', '8512100', '8520100')"
 Padaria Renault,"('AVENIDA SANTA TEREZINHA', '5611201', '4712100')"
 Escola Inclusiva Renascer,"('RUA BANGU', '9491000', '8512100')"
 Salada de Frutas,"('RUA GENERAL CLARK', '4712100', '')"
 RC Motores,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 SIMETRIA Fisioterapia & Pilates,"('RUA DESEMBARGADOR JORGE FONTANA', '9313100', '')"
 Madeira Lacyr Ltda,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Nutricêutica Produtos Naturais Ltda,"('RUA ITAPAGIPE', '4712100', '')"
 Pereira Peças e Serviços,"('AVENIDA SEBASTIAO DE BRITO', '4530703', '4520001')"
 Snack's Burguer,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Bazar De Roupas Preços Inacreditáveis,"('RUA EXPEDICIONARIO PAULO DE SOUZA', '4781400', '4782201')"
 Restaurante Novo Sabor,"('RUA NESTOR VERAS', '5611201', '4723700')"
 Trocar Comércio de Peças e Acessórios para Autos,"('AVENIDA VILARINHO', '4520001', '')"
 Salão Rage,"('AVENIDA AMINTAS JACQUES DE MORAES', '9602501', '9602502')"
 Centro de Estética e Beleza,"('RUA MARIA DE DEUS', '9602501', '')"
 Beleza Pura Salão Unisex,"('RUA JOAO FERREIRA DA SILVA', '9602501', '4772500')"
 Salão de Beleza Unissex Fios e Cores,"('RUA JARDIM DE ALA', '9602501', '')"
 Cindy's Pet,"('RUA MESBLA', '9609208', '')"
 Lucca Pizza,"('AVENIDA CRISTIANO MACHADO', '5611202', '5611201')"
 Regional Distribuidora - Belo Horizonte,"('RUA GUIMARAES', '4520001', '4520007')"
 CH Tintas Ltda,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Mekal-Palazzo Decorações Ltda,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Comercial Rochester,"('RUA TENENTE MARINO FREIRE', '4781400', '')"
 Anita Franco Lingerie,"('RUA ITARUMIRIM', '4781400', '')"
 Restaurante JR,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Chaveiro Venda nova 24H,"('RUA VIANA DO CASTELO', '9529102', '')"
 Ósmio - MINAS SHOPPING,"('AVENIDA CRISTIANO MACHADO', '4782201', '4781400')"
 Motel Shine,"('AVENIDA PRESIDENTE TANCREDO NEVES', '5590699', '')"
 Maria L Soares,"('AVENIDA GUARAPARI', '9602501', '')"
 Decoragesso Ltda,"('RUA JERUSALEM', '9602501', '9700500')"
 Chaveiro Fernandes,"('RUA JUDA', '9529102', '8219901')"
 LT Despachante LTDA,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 Sanlirrê Sports e Cia,"('RUA LINCOLN', '1412601', '4781400')"
 Cê Ki Sabe,"('RUA DOS MENEZES', '4721103', '4712100')"
 Auto Escapamento Brigadeiro,"('AVENIDA BRIGADEIRO EDUARDO GOMES', '4520001', '2539001')"
 Igreja Nossa Senhora da Anunciação,"('RUA ILHA DE MALTA', '9491000', '')"
 Drogamário,"('AVENIDA SINFRONIO BROCHADO', '4771701', '4729699')"
 Elô Modas,"('RUA SERAFIM PEREIRA DA SILVA', '4781400', '')"
 Oficina do Samuca,"('AVENIDA VILARINHO', '4520001', '')"
 Instituto Cristão Calvário,"('RUA DOS SALESIANOS', '8512100', '9499500')"
 Supermercado Bh,"('AVENIDA PRESIDENTE TANCREDO NEVES', '4712100', '9521500')"
 Frigorífico Boi do Dia,"('RUA GUSTAVO DA SILVEIRA', '4712100', '')"
 Instituto Zip Zap I,"('RUA MAFRA', '8511200', '8512100')"
 Delta Gaz,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Shortim Moda Praia,"('RUA LEONIL PRATA', '4781400', '1412602')"
 Atrium Moda Feminina,"('RUA IZABEL BUENO', '4781400', '')"
 Wuly Modas,"('RUA SERAFIM PEREIRA DA SILVA', '4781400', '')"
 Bendito Frango e Tropeiro,"('RUA IZABEL BUENO', '5611201', '5611202')"
 Supermercado BH,"('RUA IZABEL BUENO', '4713001', '')"
 Amazonas Pneus,"('AVENIDA BRIGADEIRO EDUARDO GOMES', '4520001', '2539001')"
 Armore Móveis Planejados Ltda.,"('AVENIDA ABILIO MACHADO', '3101200', '')"
 Tribe,"('AVENIDA PRESIDENTE CARLOS LUZ', '4781400', '')"
 Supermercado Dia,"('AVENIDA AGGEO PIO SOBRINHO', '4711302', '')"
 Colégio Abgar Renault Unidade Glória,"('RUA ENEAS', '8512100', '8513900')"
 Chaves Jóia Ltda,"('AVENIDA VISCONDE DE IBITURUNA', '4753900', '4713001')"
 BR SURVIVAL,"('RUA IZABEL BUENO', '4713001', '')"
 J V Seleções,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 Ópticas Centro Visao Classic,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Elifas Alves Sobrinho,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Assembléia de Deus - Madureira,"('RUA MARIA ROSA DA SILVA', '9491000', '')"
 Casa Nobre Espaço Buffet,"('RUA JOSE FELIX MARTINS', '5611201', '5611203')"
 Contabilidade Nogueira,"('AVENIDA BRIGADEIRO EDUARDO GOMES', '6920601', '')"
 Supermercado Boa Vida,"('RUA BEBERIBE', '4712100', '')"
 Cozan Peças Automotivas,"('RUA JACUI', '4520001', '')"
 Cap Som,"('AVENIDA SARAMENHA', '4530704', '4520001')"
 Mari & Lu Lingerie,"('AVENIDA PROFESSOR MARIO WERNECK', '4781400', '4642701')"
 Capri Acabamentos,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Vila Marilia Negocios Imobiliarios,"('RUA ALBERTO CINTRA', '6821801', '7490104')"
 Doce Pecado,"('RUA IZABEL BUENO', '1091102', '5611203')"
 Tintas Valle,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Pizzaria Cartaz,"('RUA FRANCISCO MAGALHAES GOMES', '5611201', '')"
 Colheita Indústria de Móveis,"('AVENIDA VILARINHO', '3101200', '4744002')"
 Wald,"('RUA CAMPANARIO', '4520001', '')"
 Vieites Auto Centro,"('RUA MARIA GERTRUDES SANTOS', '4520001', '4530704')"
 Saramenha Móveis,"('RUA FURQUIM WERNECK', '9602501', '9700500')"
 Auto Mecânica Leroy,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Loja Primavera Com de Roupas Ltda,"('AVENIDA GENERAL CARLOS GUEDES', '4781400', '1412601')"
 SBC Organizações Contábeis S/C Ltda,"('RUA JEFFERSON', '6920601', '')"
 Castelo Papelaria,"('RUA IZABEL BUENO', '4713001', '')"
 Supermercado Leva Tudo Ltda,"('RUA ROSEMBERG SILVA', '4712100', '')"
 Info,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 GRT Cabeleireiros Unissex,"('AVENIDA SANTA TEREZINHA', '9602501', '')"
 Igreja Metodista,"('RUA HELENA', '9491000', '')"
 Mulher Modas,"('RUA SERAFIM PEREIRA DA SILVA', '4781400', '')"
 Geraldo Alfaiate e Filhos,"('AVENIDA VISCONDE DE IBITURUNA', '4753900', '4713001')"
 Evelande Ltda,"('RUA JOSE CONSTANTINO DOS SANTOS', '4712100', '')"
 TNG,"('AVENIDA PRESIDENTE CARLOS LUZ', '4781400', '')"
 World Fashion,"('AVENIDA PRESIDENTE CARLOS LUZ', '4781400', '')"
 Padaria Villagge,"('RUA CONDE RIBEIRO DO VALE', '1091102', '5620104')"
 Buffet Festeja,"('RUA ARARI', '4712100', '4721104')"
 Aluisio J Jesus Jr,"('RUA DOUTOR JULIO OTAVIANO FERREIRA', '9491000', '')"
 Adriano J G Marques,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Madeiras do Futuro,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Borracharia Paraíba,"('AVENIDA ABILIO MACHADO', '4520002', '4520001')"
 Destak Veículos,"('AVENIDA VILARINHO', '4511102', '6619399')"
 Griffe Modas,"('RUA CASCALHEIRA', '4789001', '4781400')"
 Super Varejão Dona Clara,"('AVENIDA SEBASTIAO DE BRITO', '4711302', '')"
 REVI MODA PRAIA E GINÁSTICA,"('AVENIDA PROFESSOR MARIO WERNECK', '4781400', '4642701')"
 Carla Machado,"('AVENIDA CORONEL JOSE DIAS BICALHO', '4781400', '')"
 Amigão Calçados e Esportes,"('AVENIDA CRISTIANO MACHADO', '4782201', '4781400')"
 L & G Negócios Imobiliários,"('RUA LUTHER KING', '6821801', '')"
 Sol & Lua,"('AVENIDA DOM PEDRO I', '4781400', '1412601')"
 Igreja Pentecostal Deus é Amor,"('RUA DAS PERPETUAS', '9491000', '')"
 Lava Jato do Dinho,"('AVENIDA SARAMENHA', '4741500', '4520005')"
 Fraternidade Santa Teresa de Jesus,"('RUA DOS SACRAMENTINOS', '9491000', '')"
 Placas Oruam,"('RUA BONINAS', '4330404', '4330499')"
 Star 10,"('RUA JOSUE MARTINS DE SOUZA', '4781400', '2599399')"
 Feminna,"('AVENIDA SINFRONIO BROCHADO', '4781400', '4789001')"
 Flora Aquaflores,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 parque ecologico,"('AVENIDA PRESIDENTE ANTONIO CARLOS', '7722500', '4713001')"
 Turbo race,"('RUA JACUI', '4520001', '')"
 MINAS PEDRAS,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Via Nacional Assessoria e Corretagem de Seguros Ltda,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 HOSPEDARIA E RESTAURANTE MARTUCCELLI,"('RUA LUIZ ANTONIO DE MORAIS', '4712100', '')"
 Salão de Beleza Flor de Liz,"('RUA SERAFIM PEREIRA DA SILVA', '9602501', '9602502')"
 Panificadora Campos Proense,"('RUA MORRINHOS', '1091102', '4712100')"
 Elem,"('RUA SOLDADO MARIO NETO', '9602501', '')"
 Imobiliária Beltrão Neto,"('AVENIDA PROFESSOR MARIO WERNECK', '6821801', '')"
 Luciana Lingerie,"('RUA PROFESSOR TEODORO VAZ', '4781400', '4789099')"
 Recanto Vovó Tela,"('RUA TENENTE MARINO FREIRE', '5611202', '')"
 Consertel Consertos de Televisão,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Condomínio do Edifício Jasmom,"('RUA IZABEL BUENO', '4713001', '')"
 Maria E R Siqueira,"('AVENIDA VISCONDE DE IBITURUNA', '4753900', '4713001')"
 Posto jacuí,"('RUA JACUI', '4731800', '4732600')"
 Stopshock Segurança Eletrônica,"('RUA JERIBA', '4713001', '4789001')"
 Centro Educacional Heliópolis,"('RUA OSMAR COSTA', '8512100', '8513900')"
 REAL CAR Serviços Automotivos Ltda,"('AVENIDA DEPUTADO ANUAR MENHEN', '4511102', '7490104')"
 Maria José,"('AVENIDA DOUTOR CRISTIANO GUIMARAES', '5611201', '4723700')"
 15º,"('RUA PADRE PEDRO PINTO', '1811302', '9491000')"
 Tog.,"('AVENIDA SINFRONIO BROCHADO', '4781400', '4789001')"
 Pão de Queijo e Açaí Bom Demais,"('RUA PROFESSOR AMILCAR VIANA MARTINS', '5611201', '5611203')"
 Colégio Cristao Ebenezer,"('RUA PONTE NOVA', '8513900', '8512100')"
 Bar e Pizzaria do Gudao,"('AVENIDA DOS ENGENHEIROS', '5611201', '5611202')"
 Núcleo de Inglês,"('RUA JOSE GOMES DOMINGUES', '8511200', '8512100')"
 Leblon Cabeleireiros,"('RUA PARAUNA', '9602501', '4772500')"
 Franfos e Frios Freita,"('RUA GERALDO MARTINS DA SILVA', '4712100', '5611202')"
 Locguel Locadora de Equipamentos para Construção Ltda,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Spa das Sobrancelhas,"('AVENIDA DOS ENGENHEIROS', '9602501', '9602502')"
 S Sirmaq Tratores e Peças,"('AVENIDA AMINTAS JACQUES DE MORAES', '4520001', '4530703')"
 Bateria Auto Elétrica Matozinho,"('RUA PADRE PEDRO PINTO', '4530703', '4520001')"
 Sem Risco,"('RUA PEDRO ROCHA POSSAS', '4520001', '4520003')"
 Sistema de Ensino Brith,"('RUA DIVINO', '8512100', '8513900')"
 Cafofo net cine,"('RUA JACUI', '5611202', '5611203')"
 Instituto Educacional MEI,"('RUA ODILON CARLOS BARBOSA', '8512100', '8511200')"
 Wemaro,"('AVENIDA PORTUGAL', '4511102', '4512902')"
 Igreja Pentecostal Ministério do Fogo,"('RUA MARIA AMELIA MAIA', '9491000', '')"
 Mark' Style Maquiagem Definitiva,"('RUA AGOSTINHO BRETAS', '9602501', '9602502')"
 ACG Flores e Decorações,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 Hotelzinho Arca de Noé,"('RUA CARMEM', '9609207', '9609208')"
 Centro Automotivo Esplanada,"('RUA BEGONIA', '4520001', '')"
 Hotel Orleans Ltda,"('RUA TELES DE MENEZES', '5590699', '')"
 Bar da Vó Néia,"('RUA ALUIZIO TEIXEIRA DA SILVA', '5611202', '')"
 Catarina Brasil,"('AVENIDA CRISTIANO MACHADO', '4782201', '4781400')"
 Betel Instituto de Beleza,"('RUA JACUI', '9602501', '')"
 Padaria Lassance,"('RUA JACAREI', '1091102', '4721102')"
 Arena Puro Ferro,"('RUA CARVALHO DE AGUIAR', '9313100', '')"
 Igreja Universal do Reino de Deus,"('RUA TUPA', '9491000', '')"
 Soldesp,"('RUA ESTORIL', '4520001', '4530701')"
 Guinness Pizza - Ouro Preto II,"('RUA MARIA VITALINA DE JESUS', '4712100', '4724500')"
 Academia de Dança Passo Básico - Pampulha,"('RUA JOSE GOMES DOMINGUES', '8511200', '8512100')"
 Revissant,"('RUA DAS CHACARAS', '4781400', '4755502')"
 Condomínio Edifício Atlas,"('AVENIDA PROFESSOR MARIO WERNECK', '4713001', '4693100')"
 Nokia,"('AVENIDA CRISTIANO MACHADO', '4713001', '')"
 Arco Iris Bar,"('RUA DOS BORGES', '5611202', '')"
 Horti sul,"('RUA JACUI', '4724500', '4712100')"
 Salão Houseki,"('RUA SERAFIM PEREIRA DA SILVA', '9602501', '9602502')"
 Medic Minas Equip Hospitalar,"('RUA PADRE PEDRO PINTO', '4713001', '')"
 Escola Infantil Bambi,"('RUA D', '8512100', '')"
 Cambicar Auto Peças 4x4,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 FLORA NATIVA BH,"('AVENIDA PRESIDENTE CARLOS LUZ', '4713001', '4649499')"
 Açaí da Chácara,"('RUA DAS CHACARAS', '4712100', '')"
 Restaurante Itatiaia Delivery,"('RUA BARAO DE COCAIS', '5611201', '1091102')"
 Executive Empreendimentos Turísticos,"('RUA IZABEL BUENO', '4713001', '')"
 Igreja Batista Nacional Missão e Vida,"('RUA BEIRA MAR', '9491000', '')"
 McDonald's,"('AVENIDA CRISTIANO MACHADO', '5611203', '4712100')"
 Escola Municipal Hugo Soares,"('RUA TAMBORIL', '8512100', '5590699')"
 Nerf Hair Cosméticos,"('AVENIDA PETROLINA', '9602501', '')"
 Restaurante Elshaday,"('RUA MARIA BORBOLETA', '4712100', '')"
 Escalada,"('AVENIDA OLINTO MEIRELES', '5611201', '5611202')"
 Flash Pizza,"('AVENIDA ELIAS ANTONIO ISSA', '5611201', '5611203')"
 Espaço para Eventos Empresariais em BH - Clubinho Pampulha,"('RUA JORDELINA MARIA DO CARMO', '4712100', '')"
 Fonte Viva Distribuidora de Água Mineral,"('RUA IZABEL BUENO', '4713001', '')"
 Pizzaria Latitude 19,"('AVENIDA JOAQUIM JOSE DINIZ', '5611201', '')"
 Estacionamento Estaciocar,"('RUA SAO PAULO', '5223100', '')"
 Silvânia F D Silva,"('RUA MICHEL GARIB', '4781400', '4763601')"
 Rafaela Medeiros Store,"('AVENIDA CORONEL JOSE DIAS BICALHO', '4781400', '')"
 Hanbai Comércio de Motos,"('AVENIDA ABILIO MACHADO', '4711302', '4713001')"
 Comunidade Batista Betuel,"('RUA PACAEMBU', '9491000', '')"
 Altair G Leal,"('RUA SAO MIGUEL', '4520001', '')"
 Igreja Missionária O Sangue do Cordeiro,"('RUA AMERICO MARTINS DA COSTA', '9491000', '')"
 SP Equipamentos Ltda,"('AVENIDA CRISTIANO MACHADO', '5611203', '4712100')"
 Padaria Lanchonete Freepão24H,"('RUA PADRE PEDRO PINTO', '4712100', '4723700')"
 Finino Sanduches,"('AVENIDA PORTUGAL', '5611201', '')"
 Salão Lue Bele,"('RUA FRANCISCO DUMONT', '9602501', '9602502')"
 Qualidade na Boca,"('RUA ELVIRA AUGUSTA', '5611201', '4721103')"
 Darcy Moutim,"('RUA PADRE PEDRO PINTO', '6920601', '7990200')"
 FRATERNIDADE ESPÍRITA PAULO DE TARSO - SOLAR,"('RUA JAMAICA', '9491000', '')"
 EPC-Engenharia Projeto e Consultoria,"('AVENIDA VISCONDE DE IBITURUNA', '4753900', '4713001')"
 Vanessa Imóveis,"('RUA CORONEL JAIRO PEREIRA', '6821802', '6821801')"
 Marley Andrade Micropigmentadora e Designer de Sobrancelhas,"('RUA ARTUR DE SA', '9602501', '')"
 Nucleus Atividades Terapeuticas Integradas,"('RUA LEVINDO IGNACIO RIBEIRO', '8512100', '8513900')"
 Oap da Ufmg,"('AVENIDA PRESIDENTE ANTONIO CARLOS', '7722500', '4713001')"
 Sindicato dos Aeroviários de Minas Gerais,"('RUA BOAVENTURA', '0782', '4713001')"
 Paraiba Radiadores,"('RUA PADRE PEDRO PINTO', '4530703', '4520001')"
 José Elias de Almeida Filho,"('RUA PADRE PEDRO PINTO', '6920601', '7990200')"
 Padaria e Confeitaria Trigo Real,"('RUA HERBERT DE SOUZA', '4712100', '')"
 Igreja Pentecostal Caminhando com Cristo,"('RUA FLOR DE ORQUIDEA', '9491000', '')"
 Igreja Batista Oásis,"('RUA PAQUETA', '9491000', '')"
 Comunidade Batista Betesda,"('AVENIDA AMINTAS JACQUES DE MORAES', '9491000', '')"
 Instituto Brasileiro de Administração - IBA,"('RUA IZABEL BUENO', '4713001', '')"
 Lourdes Cabeleireira,"('RUA ACARAU', '9602501', '9602502')"
 Expresso Sagrada Familia.Serviços de Motoboy,"('AVENIDA SILVIANO BRANDAO', '4713001', '4744099')"
 Escola Infantil Tio Mickey,"('RUA JACUI', '8513900', '8512100')"
 Tribu Judá,"('RUA CORCOVADO', '9602501', '')"
 Restaurante Tudo Na Grelha,"('RUA ILHA DE MALTA', '5611201', '')"
 Auto Elétrica Bolmeri,"('RUA ALDEMIRO FERNANDES TORRES', '3101200', '4713001')"
 Igreja Batista Jardim Estrela,"('RUA JAIR NEGRAO DE LIMA', '9491000', '')"
 Lanchonete da Dona Marta,"('RUA VICENTE RISOLA', '5611201', '5611202')"
 Livraria e Artigos Evangélicos Visão de Águia,"('RUA MARIA AMELIA MAIA', '7723300', '4781400')"
